Generaci�n,Fitness Promedio,Fitness M�ximo
66,-3652.2174354659182,54533.083386320825
67,-2676.0239323766764,54533.083386320825
68,-4233.706822222543,56162.25903366041
69,-2877.861447683811,55127.47887299444
70,-3930.8210202012815,55127.47887299444
71,-3084.6064994385874,51972.051705751364
72,-5250.199795364472,52551.20720097216
73,-4581.588306445791,53264.40272791287
74,-5059.068292304406,53264.40272791287
75,-5507.13260006602,51334.05283785157
76,-5308.070763195493,51870.25420360266
77,-3255.22050803275,51006.56270452947
78,-6188.642881973936,50310.39988053089
79,-4578.375536007553,50310.39988053089
80,-5687.253985680192,49607.74517042021
81,-5440.271626634267,50610.54656469179
82,-5413.04485347951,49607.74517042021
83,-4166.690834724622,53410.304372736224
84,-5046.194778824824,55682.340583001525
85,-4778.443292190934,53106.18637115293
86,-5991.88335842223,53106.18637115293
87,-5217.093362784076,52562.97606508789
88,-4567.878053697516,56866.002612509794
89,-3977.22627817512,56866.002612509794
90,-5112.907133408106,57395.060025819585
91,-4638.930000845741,51308.259560277525
92,-6253.700956262348,50453.76943649579
93,-5991.881110681763,50155.121072324095
94,-5098.588869273931,50155.121072324095
95,-6718.698912661778,50155.121072324095
96,-6005.8846998439485,51099.32479784984
97,-4752.3306825177015,50604.82342988151
98,-5249.460191647595,49366.613700008354
99,-4046.9728094708043,52338.54789375822
100,-4694.742648581224,54452.77031702192
101,-6351.993409980542,50933.490391999694
102,-5118.788513380554,53809.95715046103
103,-6439.0480547883,58158.39052543066
104,-6316.696028395669,50002.13560222905
105,-5894.875311359067,51362.16853164774
106,-6602.115509273894,49165.388359646095
107,-6147.434602623376,49165.388359646095
108,-5941.736440925485,50404.6114328408
109,-5595.379071874414,49165.388359646095
110,-4358.631771732961,53415.08964820798
111,-5075.474625307752,50733.05826874441
112,-5859.880492643882,51160.106406816456
113,-5938.197924041408,50733.05826874441
114,-3760.7129545124258,52136.77378481849
115,-4854.020960568687,52136.77378481849
116,-5256.982927645398,54804.19744788868
117,-6332.879858510451,54804.19744788868
118,-4643.603116546269,54804.19744788868
119,-5812.10892913149,51454.20999939015
120,-6307.956584867908,50333.01238150202
121,-4620.398661649248,54333.01238150202
122,-4532.214560675264,56262.818307667796
123,-5989.7801786504215,54333.01238150202
124,-5689.5624640594415,54333.01238150202
125,-6309.595913487597,57244.83656907988
126,-5914.3848537565655,57244.83656907988
127,-7518.751000892775,57244.83656907988
128,-6837.495628024247,57244.83656907988
129,-5847.759973638768,53730.27628684197
130,-3794.4850308233067,55569.75077013315
131,-4856.168206403732,53730.27628684197
132,-4779.752196842491,50103.31758096268
133,-5634.60544915172,50194.63586504516
134,-6268.354261097925,53453.50273627679
135,-7113.730909440429,49619.06710871337
136,-5700.174743602521,49619.06710871337
137,-5429.375605402152,49619.06710871337
138,-6939.141848254465,48932.86374142419
139,-6229.288054344818,48932.86374142419
140,-4765.350633511227,51217.4836100286
141,-5195.57133866339,51217.4836100286
142,-6147.002892972431,47312.15804079442
143,-6837.48533720749,44852.26592702879
144,-6195.49582742683,44366.073334443514
145,-6462.999265733396,44366.073334443514
146,-7052.701282891181,43326.309554080195
147,-6458.272495548948,47291.958341278376
148,-5997.071300029724,51919.98461465869
149,-6261.284815510245,47445.00041322136
150,-6626.645077066749,47445.00041322136
151,-6516.126596978707,46515.9068696079
152,-6506.706208261362,48536.107959930254
153,-5890.733808564915,46209.695840204724
154,-4827.118397026588,49352.383822205986
155,-5215.233973105217,45529.0930818608
156,-5558.604732459957,44978.55478263733
157,-6252.247838589243,44312.52139819408
158,-7257.816453737773,45744.98640529656
159,-6811.522163509718,43854.83777041264
160,-5443.854519023217,49521.47253871252
161,-4681.458052668256,49645.35345319497
162,-6199.37421790967,50124.29526763113
163,-5523.116230546232,50012.60078894788
164,-4857.811114150476,50012.60078894788
165,-6951.438103557638,50012.60078894788
166,-5497.502321569974,50012.60078894788
167,-5093.238658439221,51108.15618349368
168,-5445.893241066421,51331.978966643765
169,-6917.581129218131,47912.23567298704
170,-7212.452280188834,47051.78922292611
171,-7189.049553320125,47051.78922292611
172,-4753.06433818511,45389.652301123424
173,-6843.63904219189,49739.1344043926
174,-5336.064550319307,49739.1344043926
175,-6237.960046494535,48704.21522532479
176,-4169.9558588546115,48704.21522532479
177,-6148.376229639974,48704.21522532479
178,-6341.898787686098,49603.79793685039
179,-6160.7377376342465,49603.79793685039
180,-5248.312430456107,49603.79793685039
181,-4526.6267394382785,51242.27457083075
182,-6890.781241802038,51242.27457083075
183,-6039.24491096715,50468.7862510572
184,-5695.952595929558,50468.7862510572
185,-6251.941228889346,48848.01784299544
186,-6661.631569809939,48848.01784299544
187,-7038.59894831662,45529.377625083966
188,-8164.501731733511,45086.51075650023
189,-7484.975221840471,48055.48027545191
190,-7176.754788566093,48055.48027545191
191,-5904.429456336978,48055.48027545191
192,-6022.454734813429,48055.48027545191
193,-8265.049204739935,44276.18328043295
194,-7767.410671049222,44276.18328043295
195,-6702.949375359858,45310.53087519785
196,-5185.65213350186,48499.759761649526
197,-6165.134022094297,48499.759761649526
198,-7634.12201481382,45884.6156868959
199,-5960.637545978119,47191.72739187867
200,-5842.969730647722,44041.87987385124
201,-6897.318080526234,44148.68843535229
202,-5149.98864566926,46996.259679183546
203,-8467.77768579271,43727.96841985785
204,-7584.143897440473,44616.01956835803
205,-7807.379280891245,44616.01956835803
206,-6688.626537918098,43132.365517034326
207,-7337.782438113426,46743.934293915096
208,-7445.90546472631,50029.600240007974
209,-7712.057116410979,50029.600240007974
210,-6547.383475872637,44779.01829781802
211,-7328.174327657667,50951.02863927334
212,-6627.311795264503,46986.725364941536
213,-6482.6588258609045,46986.725364941536
214,-5780.311501776989,47923.55837152738
215,-5557.725331789419,44158.75345476228
216,-5131.21684593178,47267.10668800771
217,-6655.53924390072,45337.216028495735
218,-6098.769444086719,43881.585486452954
219,-5896.426132507127,43089.79220334541
220,-4685.4903944413,43089.79220334541
221,-6568.426651352798,43254.05106115116
222,-4813.652958047124,44653.93105557329
223,-5097.464364855867,45365.16429802174
224,-4695.708661061249,45281.48234143584
225,-4969.716287447379,48765.37542248664
226,-3926.8602573678686,49945.42664994431
227,-4522.5115541073465,49945.42664994431
228,-3764.1463098512354,49945.42664994431
229,-3727.700048603025,50339.59212131796
230,-4213.794206904896,51671.36168315634
231,-5358.410469105305,50093.26164811428
232,-6812.979353132421,49945.42664994431
233,-6018.158944797856,49945.42664994431
234,-5595.770969586781,49945.42664994431
235,-5739.8639721453355,49945.42664994431
236,-5562.361822760337,49726.26147514945
237,-6387.013610914755,50989.68866709159
238,-6327.620369301426,50813.79297029153
239,-7294.954003365829,50063.59363449852
240,-6777.279337125442,54174.455772137386
241,-6269.017031165418,54245.99344877017
242,-4903.3473402515765,54245.99344877017
243,-4212.004436484735,54245.99344877017
244,-4663.227758278804,54245.99344877017
245,-3171.3905599445993,54248.04491131956
246,-3858.7277380010582,54910.906704301335
247,-5013.715054274008,54910.906704301335
248,-4640.865320407904,53929.594784357105
249,-3770.721108487191,53787.132946547856
250,-4357.515972942374,53690.933735205
251,-5506.349828413674,53724.169765497754
252,-5438.709901670589,53724.169765497754
253,-4725.5486609808795,53724.169765497754
254,-5318.665866735611,54331.6199534469
255,-4935.099841066568,56855.82236835913
256,-2969.575846165377,56855.82236835913
257,-5899.799074574718,49665.76513362481
258,-5098.267127048622,48127.13610439434
259,-4041.537085027336,50636.643005284386
260,-5502.498306494366,48521.62576804779
261,-6145.440316828984,51448.65564327244
262,-6860.38413902905,48521.62576804779
263,-5962.7963441457505,51166.83190722672
264,-4546.990126925027,47678.299326975466
265,-6554.201944430969,47397.95423760498
266,-5893.731291067086,48227.64476979992
267,-7330.39038628634,52391.252423894446
268,-6450.262329395293,51793.60181481441
269,-5633.083060268317,51206.07959121502
270,-4409.622606666494,52425.720567460994
271,-4566.672270369798,52543.780850960815
272,-4066.232142372297,56189.13767169777
273,-5626.6815148771975,56189.13767169777
274,-4639.474214089452,56189.13767169777
275,-3338.514812110765,56189.13767169777
276,-5635.416160246033,56189.13767169777
277,-4852.163439558801,56716.25037234426
278,-4817.548300944727,55273.259877738565
279,-4949.817882600986,51790.86361863534
280,-4809.7596903781905,55946.14370977015
281,-4529.420228955663,56106.22882239837
282,-5341.838902362219,56332.36724524428
283,-3891.8202737919273,57755.607323424054
284,-5482.057054978122,57320.86738836403
285,-4733.6085435458945,56128.19274413498
286,-5594.826667155845,56128.19274413498
287,-5202.039258766214,56366.151366600316
288,-4259.11384859542,56366.151366600316
289,-7360.698762037842,50385.1883029104
290,-6328.191852882665,50495.75693293211
291,-6081.3372192942825,52562.96078848595
292,-7595.162671908434,52562.96078848595
293,-7042.228224449609,52562.96078848595
294,-5665.699586053084,52659.37650710263
295,-4680.459672120928,55102.29867671524
296,-3704.882309576616,56612.31488276197
297,-5485.065800355286,56612.31488276197
298,-3624.01123464121,56475.85470693016
299,-4235.902300179105,58026.13757581304
300,-3276.534699646584,58026.13757581304
301,-6252.202824579284,56083.00752752281
302,-3868.4103285562073,57398.99742777663
303,-4770.326925442841,57803.564545912544
304,-4951.0109591468845,57584.43584197961
305,-5265.393939527487,57817.26613458521
306,-4111.821516252917,57817.26613458521
307,-4153.351154807953,59872.34386072772
308,-5506.95798032387,61225.904821047116
309,-4760.317199014062,61225.904821047116
310,-3867.259528887118,61225.904821047116
311,-3228.7998997896125,61225.904821047116
312,-4217.598397636976,60863.45926617141
313,-3560.4701096753925,60863.45926617141
314,-5220.645011381476,60863.45926617141
315,-5674.697004984763,61032.137806617284
316,-5145.120401820165,61032.137806617284
317,-5737.722047313003,61032.137806617284
318,-4340.980189091244,61558.88667295046
319,-4331.102322403464,61593.018503366235
320,-4364.45214198273,62067.263157959096
321,-2229.305847033055,62067.263157959096
322,-2513.0015180133937,61183.98264105473
323,-4409.314187450261,61183.98264105473
324,-4564.399333055963,57575.09346032615
325,-4420.972160008633,56990.99370039671
326,-4125.800560035452,56025.37877061915
327,-5478.518557481235,56025.37877061915
328,-6612.984844164493,55927.93416433812
329,-5200.367409495226,56312.4583850122
330,-3687.4118482106132,56312.4583850122
331,-2537.030727744437,60711.66275496959
332,-2971.909306891088,60711.66275496959
333,-2724.3957410588646,60414.32654319794
334,-3339.1730782700824,61091.99592806083
335,-2941.638543735511,56610.365242908425
336,-4950.305243636435,57260.76071533322
337,-3090.539227168464,56610.365242908425
338,-5601.690106918193,56610.365242908425
339,-5645.318081183169,56610.365242908425
340,-5556.562295929319,60972.528381895776
341,-5134.145452545328,60972.528381895776
342,-6102.66184208558,56610.365242908425
343,-7621.409731586517,56610.365242908425
344,-6000.722552438959,56610.365242908425
345,-4960.242184446024,52612.57602765756
346,-3391.25649303839,56477.25496658581
347,-2744.957643772726,58055.615580469836
348,-3846.3620309381586,60798.4405537364
349,-4687.114350159626,60424.12937157861
350,-4538.648492415809,60423.22780998858
351,-3224.5925028984548,60423.22780998858
352,-4928.876783193329,60423.22780998858
353,-5538.510112861073,60423.22780998858
354,-2801.613829288215,60889.44314373917
355,-4137.406719704956,56483.984127933836
356,-1323.2298047874492,57806.575388680714
357,-3648.98977885677,57806.575388680714
358,-4533.764439261116,60245.913623115535
359,-4658.787320809985,60245.913623115535
360,-4230.440765263451,59189.33770314941
361,-4487.3631700021915,59880.787204244116
362,-4679.8339280712335,59880.787204244116
363,-6004.23083456731,59880.787204244116
364,-5036.918748972285,59880.787204244116
365,-5541.1922545664065,59880.787204244116
366,-5806.423232198689,59880.787204244116
367,-4164.619166033502,59880.787204244116
368,-2998.476816097102,59880.787204244116
369,-4585.782899786419,61565.182250315236
370,-6025.686735111538,59466.74144606528
371,-4707.773068066706,59622.3156433384
372,-6255.805882958261,54711.40296655536
373,-4473.202243213125,54711.40296655536
374,-4353.99694187181,54711.40296655536
375,-4603.710930479323,54711.40296655536
376,-4243.504386813487,55648.652690645744
377,-5321.506168755377,53825.481448854545
378,-5417.669949417958,55684.04699384188
379,-7221.1504590524755,58420.29163367762
380,-7133.049657963436,54239.85452882726
381,-6638.378486674401,55702.878364459975
382,-5067.8632238427945,58174.977784548944
383,-3870.2961421878163,56871.912592613015
384,-3548.7539475409653,58716.45231644813
385,-5533.413912182758,57139.39420722733
386,-5834.685115562627,57139.39420722733
387,-4866.724280261778,57159.426216236236
388,-3802.2617915500955,52322.08202786809
389,-6337.1644456071,52381.38855461821
390,-5979.834288817155,59208.45555060485
391,-5277.084340970016,59318.65088858028
392,-4100.601374990845,55601.59102425137
393,-5591.13272962182,55601.59102425137
394,-4360.715341227558,58637.15324106472
395,-3738.3698129433983,58637.15324106472
396,-4738.544264104765,58637.15324106472
397,-4234.596013387105,59831.820882300824
398,-6954.44302109659,55619.797249942865
399,-5009.8283531479365,56254.08455885946
400,-4152.962618383486,59497.45111952095
401,-4444.488509781662,56509.71520589255
402,-5249.055124092685,56101.84318850189
403,-4137.565512045124,58751.30166508109
404,-5629.828339993426,60176.10101872556
405,-4594.830111117058,60148.992378309056
406,-5762.365208239628,59497.08662957536
407,-5916.698427845652,59497.08662957536
408,-4472.496086274618,57240.82844079417
409,-3974.1638798421286,57234.949808961675
410,-3676.0707775135043,57234.949808961675
411,-3604.109144475816,57133.56392176323
412,-2728.5241222137633,57079.18924134659
413,-4071.292411210604,57647.146155421644
414,-3945.0597665872656,57647.146155421644
415,-6399.047836315393,55881.228905853524
416,-5160.720974877656,61250.61349893122
417,-5006.2388872654,58259.85290945299
418,-4619.9706112002295,60512.55165738231
419,-5075.445954341695,60512.55165738231
420,-3631.429553080805,60512.55165738231
421,-2467.879709625918,60333.65638263683
422,-3929.6250504440786,60164.668465486364
423,-3387.0575061296245,61171.457534196605
424,-4781.455956562231,57217.7896394524
425,-3865.165283628637,61027.88694578315
426,-5333.597057641528,61324.61254815114
427,-5356.929034519994,61324.61254815114
428,-5081.992357228536,61498.0742081836
429,-5253.919431662461,61324.61254815114
430,-4034.3930168187007,60422.97390306211
431,-3556.2167618573594,60422.97390306211
432,-4175.217671210931,60422.97390306211
433,-5146.207184575697,61206.52134948699
434,-5420.129533862723,61756.95321916813
435,-5322.656426368895,61530.19262553584
436,-5003.793694176934,58496.91229338189
437,-5030.275408983953,59875.78592094439
438,-5154.589522941197,59875.78592094439
439,-4350.930975774336,59688.947309787865
440,-4351.107390783548,58496.91229338189
441,-4720.781495924415,59558.45715068701
442,-2638.303349746794,59558.45715068701
443,-2737.9042739288475,60937.87287770041
444,-2215.9356436864036,60971.15801416079
445,-4169.836960076641,60971.15801416079
446,-4852.732944417697,60825.38339909401
447,-5551.5108982776,60825.38339909401
448,-3866.01373657798,60825.38339909401
449,-4369.777681210407,60825.38339909401
450,-4637.770954951236,61075.429916670306
451,-5866.951508162614,60150.28193634176
452,-5663.0221593657425,55110.54632165384
453,-4973.03241541259,56396.3718455545
454,-4900.091233925918,56396.3718455545
455,-3382.186002343479,56960.53650896204
456,-4589.76110288668,59354.012748687936
457,-4496.774226788602,59354.012748687936
458,-5176.931375806876,58194.36204618628
459,-5153.49191675907,58906.8760456293
460,-4880.73690638433,59678.364166019666
461,-6115.16492052942,58662.54907576846
462,-5342.076009406117,58662.54907576846
463,-4921.747453755531,58662.54907576846
464,-3287.283483745997,58662.54907576846
465,-5341.809704591287,58662.54907576846
466,-4705.40151661007,54676.92072773722
467,-6935.075486330217,53653.735764199955
468,-5275.061614170495,53023.76754311999
469,-6737.711302813418,55034.930320614505
470,-5756.358187370126,56343.29411558192
471,-5691.506626070751,55154.892442370096
472,-6024.059741307725,60709.4359494073
473,-7485.016529727982,55154.892442370096
474,-5187.627973776591,55154.892442370096
475,-5132.861929871122,55602.4080690586
476,-5048.783133317058,55602.4080690586
477,-3828.8809632978478,55602.4080690586
478,-2533.672890494602,55602.4080690586
479,-3934.8632036124536,57230.760758807424
480,-6389.9730629101505,56541.46991359652
481,-4891.676247953135,60517.863577056916
482,-4223.026730761525,60686.00590293884
483,-5808.209800619426,56669.74134453823
484,-6336.854726335971,56669.74134453823
485,-6187.53762029798,56669.74134453823
486,-5945.498099035404,60715.5919403624
487,-4578.802819666366,60715.5919403624
488,-4750.880832396091,60715.5919403624
489,-5186.007935714016,61201.7888224171
490,-6056.888127216325,57706.36040413765
491,-4369.654631266811,57706.36040413765
492,-2304.5964538358694,59505.85729168945
493,-5151.204244634492,61919.462609184346
494,-5443.844757204212,59505.85729168945
495,-4438.89826190336,59505.85729168945
496,-4315.285535732057,57724.254357624726
497,-5491.561276837759,57724.254357624726
498,-4718.043962801202,57724.254357624726
499,-5977.644777147837,61272.880056120586
500,-6390.124568087295,61606.971798148734
501,-5555.27830741938,61606.971798148734
502,-6544.640424634489,61606.971798148734
503,-5166.632913193111,61606.971798148734
504,-1928.0698630116885,61606.971798148734
505,-1973.9313110647236,61606.971798148734
506,-5787.219579238539,61606.971798148734
507,-5712.207778705328,57625.786753158085
508,-4656.197122920612,57925.664298672054
509,-6407.629508553677,61442.766872748616
510,-5885.79261971085,56636.61518487882
511,-4479.6686053961475,60532.30860097109
512,-5265.827938458028,59948.31994987921
513,-5018.1462920215845,59948.31994987921
514,-3140.5880127918786,59948.31994987921
515,-4869.740115027606,59948.31994987921
516,-3427.656021438851,61310.7136595696
517,-5031.436619546826,59948.31994987921
518,-2730.0979965319757,59948.31994987921
519,-4067.63090636208,59948.31994987921
520,-3188.1801519061696,58105.67826887907
521,-5255.708273499903,59431.79105057867
522,-5436.267472246886,59995.72346352319
523,-4957.7913627618445,59995.72346352319
524,-4884.971720634287,56417.847481091674
525,-4649.787875407401,56417.847481091674
526,-7054.224362628365,56417.847481091674
527,-7594.165670932401,49669.23098313545
528,-6489.321875930304,49888.18592342291
529,-5119.252366807013,57740.62485107662
530,-4539.094065100509,57740.62485107662
531,-5315.046063254594,58233.34173204533
532,-4874.044977024285,58233.34173204533
533,-4359.278232764678,58233.34173204533
534,-3081.291355039642,58233.34173204533
535,-5182.867764786062,58233.34173204533
536,-5092.36461535689,58233.34173204533
537,-5613.077969812319,60734.84198794458
538,-4775.149073021675,62236.69007926066
539,-4817.410784921016,62873.020482525164
540,-3874.0191639343548,62873.020482525164
541,-2434.660640414558,59729.05294172786
542,-4228.034037509224,59804.15937015597
543,-2386.4775815366615,59804.15937015597
544,-4605.4188333874345,63134.60608020357
545,-5946.082501210749,58907.27165370564
546,-4717.9642875204545,57137.035709157346
547,-5670.616762879245,57137.035709157346
548,-5265.567659483542,53758.48470675015
549,-4344.980356883369,58613.65899755487
550,-5991.70236270031,58613.65899755487
551,-6379.275172968401,60158.86083410727
552,-4273.039910555519,60158.86083410727
553,-4825.730579484695,60570.64229305596
554,-4357.96304594833,56599.749035738576
555,-6616.449645249905,58949.23513240276
556,-4838.440491531612,58949.23513240276
557,-3882.110205360838,58786.02767930019
558,-5753.8859894205325,58786.02767930019
559,-4014.5168851551307,61237.84503581165
560,-4352.26232900845,62117.155567454545
561,-5955.8152218374535,57256.61485577468
562,-5824.058063260673,58997.99942219998
563,-5080.764903738746,57892.9403282876
564,-5385.9725112202,56750.947674386814
565,-5127.884975137614,60365.784278343046
566,-2973.460326912811,60365.784278343046
567,-2876.609300616281,60365.784278343046
568,-2949.3670140171043,60365.784278343046
569,-5885.43842422402,55558.31337247254
570,-3022.4976298357924,60365.67537904674
571,-4410.355727190447,60405.111474546466
572,-2638.225836707018,60405.111474546466
573,-6419.72431435714,60365.67537904674
574,-5075.940489372049,60365.67537904674
575,-3082.2406807849966,60365.67537904674
576,-4862.3045793312385,60370.33094708044
577,-5298.515894268246,60370.33094708044
578,-5038.386972899459,60370.33094708044
579,-5678.169672655471,60280.38318281059
580,-6728.767485815111,60281.29411398468
581,-7619.844143953092,58855.2227993673
582,-7597.0020605802565,58855.2227993673
583,-6316.008508267356,58381.160568521394
584,-4940.9259082974995,57640.64157354225
585,-4468.694003890969,60003.45175922657
586,-4485.105622394741,60003.45175922657
587,-5575.932990810086,60003.45175922657
588,-6145.476144390533,60003.45175922657
589,-3857.404494671629,60003.45175922657
590,-3072.191012245524,60003.45175922657
591,-7441.692666356058,57716.11267583375
592,-6725.519382262492,57716.11267583375
593,-6347.27659990286,57923.091430954155
594,-5644.642269962607,58391.80726451658
595,-4574.764360595849,58391.80726451658
596,-4956.41774988488,58391.80726451658
597,-6839.47526233108,54567.64986654452
598,-4500.157006333474,54125.92298479539
599,-4041.7773681016515,54125.92298479539
600,-1901.6932690323172,57163.71732770077
601,-5747.944425018552,55932.42962072051
602,-5609.674851864598,56612.42962072051
603,-6489.8667029592225,56363.6345587076
604,-5994.2092804861595,58328.374496509976
605,-4206.403946276241,58738.05703818907
606,-2931.177074722173,58738.05703818907
607,-3050.042963217689,59789.21161430854
608,-4088.0463522535174,58678.51051437512
609,-5201.431632527468,59705.66112330732
610,-5440.502339422396,58592.68699935277
611,-3717.7209542549645,58592.68699935277
612,-5234.247337872955,58598.204240732084
613,-6624.466801343764,58355.2565502446
614,-5925.72682360719,55662.86769211219
615,-6286.345820863678,55662.86769211219
616,-4502.538966218773,56763.80987068691
617,-7202.250680751059,52830.59123858227
618,-5957.217512991462,53127.0242649002
619,-6228.663663302773,53127.0242649002
620,-5404.171438619804,54334.022058771894
621,-4170.030849834598,54334.022058771894
622,-4747.9138329256575,50876.20168223098
623,-4474.484130091447,55365.42357992404
624,-2633.0252861834715,54709.57376007624
625,-1837.181705862187,56972.651764042974
626,-4875.255552841705,58236.31805150378
627,-3720.8951053458613,58335.550719154184
628,-4961.651125475428,58236.31805150378
629,-4728.990451770413,60853.958084223705
630,-4662.512448517094,58236.31805150378
631,-6592.208753483443,58236.31805150378
632,-6433.801133839301,58236.31805150378
633,-4832.11897909544,51896.12168883599
634,-3943.415105497754,52291.441682232384
635,-3621.1738178821865,52291.441682232384
636,-6428.916121974405,52876.27418401815
637,-6837.009753823595,49328.39973979619
638,-4624.27382661813,48755.04732580221
639,-7869.4786600616935,48351.03255108767
640,-5142.060601397504,51351.72156064499
641,-6735.441178779252,50370.53030916865
642,-5041.723661896136,52783.126075528606
643,-5277.606391266159,54699.27150764204
644,-3628.868005622384,55757.89415615802
645,-5657.370355989519,55757.89415615802
646,-6785.971134091521,55757.89415615802
647,-6196.2703400750925,58879.248817263724
648,-3001.5311758889547,59251.76346230169
649,-3302.1524385424887,59251.76346230169
650,-4460.099794671848,58993.22695012567
651,-3749.0137001917565,58993.22695012567
652,-2853.517656247059,58993.22695012567
653,-3153.479657211384,60136.579797624545
654,-4316.974176242574,59848.9367229607
655,-3231.229874137968,60350.61818426374
656,-1750.9564632928764,60350.61818426374
657,-5053.5903347490585,60780.626990509576
658,-5327.718361737099,61778.09885149464
659,-4066.4405948390436,61778.09885149464
660,-4919.696720147298,61778.09885149464
661,-4910.426141764596,61778.09885149464
662,-4509.869569602836,57595.446766872185
663,-4023.070772541559,55227.91805730766
664,-5237.212651282317,57655.709898461195
665,-4395.527545284377,61583.335481707145
666,-4302.854141284176,61884.624868293606
667,-4446.879755245527,61884.624868293606
668,-3244.996307232752,61884.624868293606
669,-5165.871737241991,60292.377338766695
670,-4733.230401705919,59233.335481707145
671,-4399.996808412569,59233.335481707145
672,-5039.115779417561,58872.62735730721
673,-4356.122156469886,57076.11978477141
674,-5170.223340764065,56831.65141577411
675,-4070.30059130032,56831.65141577411
676,-5241.677717919318,57567.17417773903
677,-3314.0114633877306,57567.17417773903
678,-3560.9124943193915,57567.17417773903
679,-2444.591479200247,57567.17417773903
680,-3964.3916585181278,57567.17417773903
681,-3141.665113575123,57759.825477200684
682,-6871.634486089178,57048.48950731873
683,-4528.392789732452,54304.09635488978
684,-5533.461628139007,54806.09971895153
685,-5422.337311409754,55803.01070546187
686,-4717.602256871229,56184.87779618285
687,-3652.490942151105,55988.239377878344
688,-4641.770167906504,61083.90788486689
689,-3656.3512984409176,61124.289345723235
690,-4071.8560983631332,61124.289345723235
691,-5274.353825276732,62286.531051202815
692,-4993.490369538498,62286.531051202815
693,-4267.630388910611,62286.531051202815
694,-5716.879116733786,59138.24442615961
695,-4588.583751377627,59138.24442615961
696,-4192.193556780784,60814.8691775878
697,-3002.2862960008933,60814.8691775878
698,-4661.296121048088,61132.61978649382
699,-5904.658433528558,59138.24442615961
700,-6684.77690877892,59138.24442615961
701,-6453.520062848571,59138.24442615961
702,-4462.837667284518,59138.24442615961
703,-5425.342108995576,58922.31717735992
704,-5710.663420892843,56529.31425777191
705,-4152.883657920911,52516.726249887215
706,-5526.669209663639,60006.69392654502
707,-6536.522519731737,60006.69392654502
708,-5687.279742640038,60127.911401135934
709,-5060.975740654063,60127.911401135934
710,-4557.319862736796,60127.911401135934
711,-4889.774043684972,60127.911401135934
712,-5674.878422973411,60127.911401135934
713,-7069.9915456351455,60127.911401135934
714,-6111.948905355281,58743.2422189377
715,-7371.829620824379,59412.26863241466
716,-6626.88102901233,59412.26863241466
717,-6321.886816619961,50190.503574983864
718,-7026.123860370225,49573.89464702932
719,-5381.909946680578,52633.503783556065
720,-6197.220855278194,53128.092876758
721,-4568.0656986603235,53128.092876758
722,-3917.0223074271444,55141.42870907708
723,-5322.6286866029395,55141.42870907708
724,-6545.948633197086,53128.092876758
725,-4829.5059718615075,54499.338309947794
726,-5010.651536674501,54586.61016773886
