Generaci�n,Fitness Promedio,Fitness M�ximo
320,33908.19142827391,67020.00282889153
321,39801.933328003746,67020.00282889153
322,31974.9867084348,67020.00282889153
323,27832.27409852203,67020.00282889153
324,33550.73155484439,67020.00282889153
325,37743.48567848065,67100.42408696697
326,36565.58649990308,67100.42408696697
327,36629.14114652971,67100.42408696697
328,35722.3533958546,67100.42408696697
329,33880.510163071405,67100.42408696697
330,38637.621395395654,67100.42408696697
331,34373.181288013344,67100.42408696697
332,31644.199437684158,67100.42408696697
333,37263.94521379437,67100.42408696697
334,34666.902554032524,67100.42408696697
335,34927.74710805894,67100.42408696697
336,37193.90563398237,67100.42408696697
337,37892.47274478743,67100.42408696697
338,35589.97785376541,67100.42408696697
339,35580.927272242174,67100.42408696697
340,35420.8881601347,67100.42408696697
341,30856.649441455174,67216.86097604915
342,34261.18234103457,67216.86097604915
343,35855.25482851021,67216.86097604915
344,36238.069609793696,67216.86097604915
345,35394.22130500122,67216.86097604915
346,39352.5498704815,67216.86097604915
347,34027.79819946373,67216.86097604915
348,32320.4023250645,67216.86097604915
349,36510.42347198057,67216.86097604915
350,33494.89508650222,67988.7991408981
351,34070.672047679494,67988.7991408981
352,37520.1968563979,67988.7991408981
353,34584.35381361673,67988.7991408981
354,33669.166819145954,67988.7991408981
355,32037.00330396126,67988.7991408981
356,38286.53102438324,67988.7991408981
357,36457.418317066906,67988.7991408981
358,37137.17099425529,67988.7991408981
359,35527.799789771496,67988.7991408981
360,35385.73856113252,67988.7991408981
361,37753.894218587724,67988.7991408981
362,34042.546156087235,67988.7991408981
363,33709.57035738638,67988.7991408981
364,34597.37739890865,67988.7991408981
365,36947.99571196462,67988.7991408981
366,30053.23593060157,67988.7991408981
367,35316.83212915459,67988.7991408981
368,32495.548790873843,67988.7991408981
369,34644.8292023348,67988.7991408981
370,36923.85123504294,67988.7991408981
371,32099.14487596212,67988.7991408981
372,35563.53318191654,67988.7991408981
373,35946.197604690686,67988.7991408981
374,31476.443296096968,67988.7991408981
375,32779.607107156706,67988.7991408981
376,36951.853789904766,67988.7991408981
377,35903.86134972166,67988.7991408981
378,36124.53538245997,67988.7991408981
379,36135.42810377737,67988.7991408981
380,34104.43381587507,67988.7991408981
381,34866.889227723215,67988.7991408981
382,32692.39939914779,67988.7991408981
383,35185.33876539536,67988.7991408981
384,37130.75980202117,67988.7991408981
385,34071.83111978027,67988.7991408981
386,37867.104604475564,67988.7991408981
387,35520.23721616789,67988.7991408981
388,36721.098921307705,67988.7991408981
389,30299.933277553988,67988.7991408981
390,36528.57201794665,67988.7991408981
391,34520.27043524505,67988.7991408981
392,32986.17199279595,67988.7991408981
393,36058.75567971173,67988.7991408981
394,31525.637922206017,67990.96310883111
395,35224.90500867657,67990.96310883111
396,32297.983155254908,67990.96310883111
397,34972.229084750856,67990.96310883111
398,30844.605360050362,67990.96310883111
399,38488.92317556051,67990.96310883111
400,29133.59589107401,67990.96310883111
401,32796.84559922631,67990.96310883111
402,37982.0208549524,67990.96310883111
403,36374.84591616053,67990.96310883111
404,33879.39700755525,67990.96310883111
405,37230.9329838259,67990.96310883111
406,36119.25359378477,67990.96310883111
407,34196.9207967397,67990.96310883111
408,36743.31526796254,67990.96310883111
409,36504.39683116967,67990.96310883111
410,34969.07506114534,67990.96310883111
411,34851.00801093366,67990.96310883111
412,36148.507457785934,67990.96310883111
413,37103.09903372262,67990.96310883111
414,33781.21289227961,67990.96310883111
415,37294.94971740485,67990.96310883111
416,35895.843339055195,67990.96310883111
417,33660.06422949636,67990.96310883111
418,34856.5037750843,67990.96310883111
419,36385.029756603646,67990.96310883111
420,35011.20868084546,67990.96310883111
421,34885.771110334535,67990.96310883111
422,36832.537306308026,67990.96310883111
423,39224.08605581485,67990.96310883111
424,33563.93228620202,67990.96310883111
425,33417.894366910084,67990.96310883111
426,35418.451638860446,67990.96310883111
427,37586.06145568097,67990.96310883111
428,37095.57914921919,67990.96310883111
429,38098.133506569175,67990.96310883111
430,36637.181106132266,67990.96310883111
431,31904.67858693372,67990.96310883111
432,32590.4719973367,67990.96310883111
433,32223.376022949302,67990.96310883111
434,34325.34847490887,67990.96310883111
435,35042.8102111685,67990.96310883111
436,35059.317908042685,67990.96310883111
437,37761.32544063752,67990.96310883111
438,36070.35381523454,67990.96310883111
439,34776.89886359031,67990.96310883111
440,37684.82081585883,67990.96310883111
441,37799.58909711607,67990.96310883111
442,35906.80137518121,68016.67968097306
443,37132.26666788291,68016.67968097306
444,36471.08833568353,68016.67968097306
445,35686.76635143985,68016.67968097306
446,35623.9203660089,68016.67968097306
447,35882.50002143913,68016.67968097306
448,35653.37869337399,68016.67968097306
449,37037.09404160463,68016.67968097306
450,38519.29661776676,68016.67968097306
451,35540.719829879665,68016.67968097306
452,35778.14433062673,68016.67968097306
453,38033.54741492069,68016.67968097306
454,34031.33263754607,68016.67968097306
455,36577.101198185585,68016.67968097306
456,33243.58873163093,68016.67968097306
457,32021.74729372215,68016.67968097306
458,36925.06448014141,68016.67968097306
459,37568.065213423346,68016.67968097306
460,36197.26795971774,68016.67968097306
461,35878.18649294878,68016.67968097306
462,35666.40346250881,68016.67968097306
463,34755.94958024592,68016.67968097306
464,32053.60894444458,68016.67968097306
465,37323.06289092041,68016.67968097306
466,36102.37906213956,68016.67968097306
467,37120.58564691737,68016.67968097306
468,35831.25978075195,68016.67968097306
469,36234.28865979377,68016.67968097306
470,34517.51851969179,68016.67968097306
471,39413.90365270241,68016.67968097306
472,35526.15968784922,68016.67968097306
473,37342.98665135725,68016.67968097306
474,32951.518258648124,68016.67968097306
475,35202.1924785381,68016.67968097306
476,35095.841859379034,68016.67968097306
477,34801.6735044622,68016.67968097306
478,31500.043979673734,68016.67968097306
479,38428.73412170642,68016.67968097306
480,36978.24873466275,68016.67968097306
481,38662.599401874126,68016.67968097306
482,35792.04798544353,68016.67968097306
483,37643.37674802281,68016.67968097306
484,33200.02496906488,68016.67968097306
485,32522.199530732672,68016.67968097306
486,34074.31430031215,68016.67968097306
487,31392.157830671156,68016.68225210226
488,36710.70044367676,68016.68225210226
489,31545.5656660726,68016.68225210226
490,39495.337241450055,68016.68225210226
491,36360.546290747065,68016.68225210226
492,35733.05983657457,68016.68225210226
493,35384.8697164447,68016.68225210226
494,38754.86062208829,68016.68225210226
495,36638.273699576086,68016.68225210226
496,31030.940172080784,68016.68225210226
497,33436.278721196744,68016.68225210226
498,35657.207507629835,68016.68225210226
499,33050.98742128088,68016.68225210226
500,38585.860640998246,68016.68225210226
501,35012.29306123116,68016.68225210226
502,36846.08596369706,68016.68225210226
503,31225.85665283147,68016.68225210226
504,35967.50032449485,68016.68225210226
505,39302.494871197436,68016.68225210226
506,38148.1303425487,68016.68225210226
507,34438.75855891872,68016.68225210226
508,41786.51755560341,68016.68225210226
509,34973.09882309653,68016.68225210226
510,35280.81932593111,68016.68225210226
511,34463.355327585705,68016.68225210226
512,37135.2366348581,68016.68225210226
513,36946.32883202272,68016.68225210226
514,31766.96066405606,68016.68225210226
515,37417.88068098657,68016.68225210226
516,34545.78661500409,68016.68225210226
517,35391.43346253786,68016.68225210226
518,37968.910771896204,68018.27394098115
519,39628.68912310494,68018.27394098115
520,36648.44201893239,68018.27394098115
521,39095.95941530202,68018.27394098115
522,38684.539894805064,68018.27394098115
523,30996.623094340306,68025.28588680447
524,36247.79745365673,68025.28588680447
525,37581.93505597325,68025.28588680447
526,36316.53865766478,68025.28588680447
527,37611.68130276501,68025.28588680447
528,34447.95587965879,68025.28588680447
529,37471.33364901279,68025.28588680447
530,37626.35302992143,68025.28588680447
531,39818.85438940405,68025.28588680447
532,35145.506082544365,68025.28588680447
533,37780.728857516304,68025.28588680447
534,35290.600424219025,68025.28588680447
535,34514.421425677916,68025.28588680447
536,34971.944531272384,68025.28588680447
537,38269.25652861795,68113.6808622072
538,34621.054055101646,68113.6808622072
539,41632.752117591655,68113.6808622072
540,37615.641971705714,68113.6808622072
541,37659.552692473524,68113.6808622072
542,34304.51597853814,68113.6808622072
543,34119.94262529817,68113.6808622072
544,35600.04251495788,68113.6808622072
545,34775.432438635726,68113.6808622072
546,35826.670363616446,68113.6808622072
547,35698.63654630902,68113.6808622072
548,31899.517003092824,68113.6808622072
549,37161.94621529655,68113.6808622072
550,36341.11791463771,68113.6808622072
551,32594.822403563103,68113.6808622072
552,35282.751197416816,68113.6808622072
553,39064.98092846498,68113.6808622072
554,35212.55897265687,68113.6808622072
555,36611.54084973721,68113.6808622072
556,31291.895883063542,68113.6808622072
557,32924.3537607703,68113.6808622072
558,38783.24663417633,68113.6808622072
559,34205.26468297313,68113.6808622072
560,35507.79336569179,68113.6808622072
561,39689.44122526546,68113.6808622072
562,38077.992382677454,68142.02752557775
563,36716.02668672496,68142.02752557775
564,37295.1324722087,68142.02752557775
565,37131.239116388955,68142.02752557775
566,36380.53868686758,68142.02752557775
567,35632.05937769932,68142.02752557775
568,35867.70990281794,68142.02752557775
569,36795.958542975095,68142.02752557775
570,36394.272860113706,68142.02752557775
571,36680.515677654206,68142.02752557775
572,35513.40660547396,68142.02752557775
573,34575.71165648893,68142.02752557775
574,37413.86147952308,68142.02752557775
575,35855.09647602893,68142.02752557775
576,38471.69047462284,68142.02752557775
577,33325.23341787089,68142.02752557775
578,33544.64911097515,68142.02752557775
579,35889.74559868898,68142.02752557775
580,36531.28746036015,68142.02752557775
581,40351.51350237717,68142.02752557775
582,36230.28503188117,68142.02752557775
583,38204.75328537368,68142.02752557775
584,34695.426615230965,68142.02752557775
585,32220.735691716563,68154.89016182112
586,37017.843952640615,68154.89016182112
587,37452.70661038657,68154.89016182112
588,40335.28589755977,68154.89016182112
589,36804.52902961882,68154.89016182112
590,34044.66345052956,68154.89016182112
591,41006.200523340034,68154.89016182112
592,37084.18908576159,68154.89016182112
593,37721.525949304065,68154.89016182112
594,36223.97795644451,68154.89016182112
595,37860.708665320926,68154.89016182112
596,37692.24587244131,68154.89016182112
597,35106.88140467188,68154.89016182112
598,35707.361109501144,68154.89016182112
599,37844.443106225175,68154.89016182112
600,36913.692644049275,68154.89016182112
601,34802.82610073398,68154.89016182112
602,38489.39873460566,68154.89016182112
603,36189.94349811524,68154.89016182112
604,36132.32777080458,68154.89016182112
605,38652.59550981484,68154.89016182112
606,38251.076129483,68154.89016182112
607,35605.60274219357,68154.89016182112
608,36820.70949880686,68154.89016182112
609,34643.83642087149,68154.89016182112
610,38120.400215019195,68154.89016182112
611,37770.698495280965,68154.89016182112
612,37598.74130863073,68154.89016182112
613,37185.51900944616,68154.89016182112
614,34440.03565960032,68154.89016182112
615,37030.8417601516,68154.89016182112
616,34285.438850899685,68154.89016182112
617,34520.70212172439,68154.89016182112
618,38204.282203470575,68154.89016182112
619,37654.15749152472,68154.89016182112
620,37253.095601032925,68154.89016182112
621,34304.70766707992,68154.89016182112
622,37106.52006605188,68154.89016182112
623,39692.66522536164,68154.89016182112
624,35170.16209770579,68154.89016182112
625,35805.05995608557,68197.19338149123
626,37160.27955102733,68220.79970749923
627,31070.393645165066,68220.79970749923
628,35505.19413436929,68220.79970749923
629,39435.64341120979,68220.79970749923
630,35937.66072558907,68220.79970749923
631,33337.31360140008,68220.79970749923
632,34319.153569443246,68220.79970749923
633,33148.96163985901,68220.79970749923
634,32559.36679846102,68220.79970749923
635,36871.37326180168,68220.79970749923
636,34867.21817763628,68220.79970749923
637,34027.39668325382,68220.79970749923
638,36036.92664095239,68220.79970749923
639,32152.599021192513,68220.79970749923
640,34909.83428945623,68220.79970749923
641,34560.74644399659,68220.79970749923
642,36881.38375882109,68220.79970749923
643,36396.661216260436,68220.79970749923
644,32193.19375603178,68220.79970749923
645,35595.28993345508,68220.79970749923
646,32579.287179566392,68220.79970749923
647,34188.75224123415,68220.79970749923
648,30729.524429878158,68220.79970749923
649,35514.31469122918,68220.79970749923
650,34510.6416114508,68220.79970749923
651,32479.498761284674,68220.79970749923
652,34219.22359828992,68220.79970749923
653,36824.83342606383,68220.79970749923
654,38069.164518102734,68220.79970749923
655,36714.27644168234,68220.79970749923
656,36006.29585583961,68220.79970749923
657,37786.939698847935,68220.79970749923
658,38401.6528947744,68220.79970749923
659,36783.873271323355,68220.79970749923
660,33564.06586738428,68220.79970749923
661,35842.986214037,68220.79970749923
662,37032.96645270349,68220.79970749923
663,32618.57021421749,68220.79970749923
664,35495.99273229811,68220.79970749923
665,35408.27349924395,68220.79970749923
666,35474.3826780179,68220.79970749923
667,34320.994991657,68220.79970749923
668,32277.897796104036,68220.79970749923
669,31136.848414983266,68220.79970749923
670,39943.08921763439,68220.79970749923
671,37708.181947521334,68220.79970749923
672,35985.983934538264,68220.79970749923
673,31477.188103779594,68220.79970749923
674,35801.16782367921,68220.79970749923
675,33175.14628228544,68220.79970749923
676,33633.815887699435,68220.79970749923
677,38741.710347960834,68220.79970749923
678,36156.48636125984,68220.79970749923
679,36193.12519368302,68220.79970749923
680,39109.52460628616,68220.79970749923
681,39828.78399739113,68220.79970749923
682,33560.54505805441,68220.79970749923
683,37040.68943102107,68220.79970749923
684,37471.01746868154,68220.79970749923
685,35454.52493343856,68220.79970749923
686,37992.5181559777,68220.79970749923
687,38982.743694883895,68220.79970749923
688,33180.432251325736,68220.79970749923
689,36374.104535829654,68220.79970749923
690,33669.90731418895,68220.79970749923
691,36118.46602043857,68220.79970749923
692,36291.39028386062,68220.79970749923
693,36393.7379578985,68220.79970749923
694,38281.69233708807,68220.79970749923
695,33014.931162398236,68220.79970749923
696,38830.72435894949,68220.79970749923
697,34467.00482759008,68220.79970749923
698,34026.3760728468,68220.79970749923
699,36975.85772728514,68221.38196867213
700,36280.25854112228,68221.38196867213
701,38331.028397081944,68221.38196867213
702,35855.578509795516,68221.38196867213
703,33311.322387822416,68221.38196867213
704,38910.664346687794,68221.38196867213
705,35089.80693629279,68221.38196867213
706,37780.084827865336,68221.38196867213
707,34263.37371912871,68221.38196867213
708,33470.12566643744,68221.38196867213
709,37927.26896852621,68221.38196867213
710,32487.95299364083,68221.38196867213
711,34042.43126229082,68221.38196867213
712,34976.70349406348,68221.38196867213
713,36212.67333160628,68221.38196867213
714,36023.911594115016,68221.38196867213
715,36136.71468734937,68221.38196867213
716,32416.527152495637,68221.38196867213
717,37347.588090131845,68221.38196867213
718,35019.72343008845,68221.38196867213
719,35610.24111390128,68221.38196867213
720,34748.55013564615,68221.38196867213
721,35042.85160629826,68221.38196867213
722,36079.86544298868,68221.38196867213
723,33172.80368958518,68221.38196867213
724,33027.05500332488,68221.38196867213
725,34815.932340403626,68221.38196867213
726,36303.417058184816,68221.38196867213
727,36175.690359295506,68221.38196867213
728,38634.70055583393,68221.38196867213
729,34335.59799024841,68221.38196867213
730,35003.27558048916,68221.38196867213
731,38169.88694662889,68221.38196867213
732,36226.1357519184,68221.38196867213
733,34530.82777887156,68221.38196867213
734,32147.191492698148,68221.38196867213
735,37628.34534263314,68221.38196867213
736,37790.74165787855,68221.38196867213
737,38548.01630532768,68221.38196867213
738,40744.4993667346,68221.38196867213
739,33100.978109681266,68221.38196867213
740,32027.832995364523,68221.38196867213
741,36955.20643878316,68226.78264385957
742,34755.459729781236,68226.78264385957
743,36307.95084377539,68226.78264385957
744,37719.15638757786,68226.78264385957
745,39240.993341056914,68226.78264385957
746,35725.470561884635,68226.78264385957
747,34056.357094364816,68226.78264385957
748,35559.195800051355,68226.78264385957
749,35281.314733288,68226.78264385957
750,36375.284011060256,68226.78264385957
751,36997.461788004264,68226.78264385957
752,35688.687177984444,68226.78264385957
753,35153.63497448491,68226.78264385957
754,33445.89679006139,68226.78264385957
755,34043.509519205414,68226.78264385957
756,36837.12982502177,68226.78264385957
757,35639.76002710859,68226.78264385957
758,36641.59162093462,68226.78264385957
759,37753.19587375709,68226.78264385957
760,29849.02951433484,68226.78264385957
761,38760.96980029209,68226.78264385957
762,38731.86203486562,68226.78264385957
763,40202.30897926173,68226.78264385957
764,39384.449234189786,68226.78264385957
765,34627.01585361502,68226.78264385957
766,31529.41567063281,68226.78264385957
767,34087.98122252058,68226.78264385957
768,34811.587918856916,68226.78264385957
769,37359.008273639796,68226.78264385957
770,39535.5002591828,68226.78264385957
771,36434.58044274129,68226.78264385957
772,36430.476041815265,68226.78264385957
773,35704.53276214137,68226.78264385957
